customer_id,age,gender,marital_status,num_children,education_level,region,employment_status,owns_home,has_auto_loan,annual_income,credit_score,num_credit_cards,credit_limit,tenure,card_type,num_transactions,avg_transaction_value,online_shopping_freq,reward_points_balance,travel_frequency,utility_payment_count
98374877,59,male,married,2,bachelors,midwest,employed,0,0,12000,642,9,1000,15,standard,5,121,6.0,1607,1,3.0
76845536,70,female,married,2,high school,south,employed,1,1,30000,749,9,2300,14,platinum,12,33,5.0,4063,3,3.0
59313599,26,female,married,3,graduate,midwest,student,0,1,40000,661,9,1700,1,standard,11,52,8.0,4328,1,1.0
41041059,77,male,married,2,bachelors,midwest,self-employed,0,0,160000,740,9,7300,9,platinum,21,63,11.0,11514,7,3.0
22292838,36,female,single,0,bachelors,south,self-employed,0,0,35000,658,9,1800,15,standard,6,17,7.0,3395,2,3.0
99892065,73,male,married,2,graduate,midwest,employed,1,0,26000,652,9,1400,12,standard,11,69,8.0,2852,1,2.0
78345355,76,male,married,0,high school,west,self-employed,1,1,162000,736,9,9600,12,platinum,21,13,11.0,10892,3,1.0
85986903,31,male,single,1,bachelors,midwest,employed,0,0,68000,605,9,2600,7,gold,10,68,8.0,5370,1,1.0
27715035,48,female,married,2,high school,northeast,employed,1,1,42000,623,9,1800,16,standard,10,21,5.0,3712,0,1.0
66099730,61,male,married,3,bachelors,south,employed,1,0,58000,732,9,3900,15,gold,14,19,8.0,5488,1,5.0
75346786,44,male,married,1,bachelors,south,employed,0,0,96000,638,9,3800,14,gold,15,43,8.0,7128,3,3.0
22860710,46,male,married,0,high school,midwest,self-employed,1,1,46000,594,9,1600,0,standard,12,46,4.0,3968,1,0.0
65958654,31,male,married,2,bachelors,west,student,1,0,24000,640,9,1400,19,gold,8,82,12.0,2539,1,1.0
82607442,50,male,married,1,bachelors,west,employed,1,1,44000,673,9,1700,14,standard,10,29,7.0,4415,3,1.0
43471475,57,male,married,1,,midwest,self-employed,0,0,16000,635,9,800,8,standard,10,18,4.0,3626,1,3.0
36465070,18,female,single,0,high school,midwest,employed,1,1,203000,639,9,10200,0,platinum,12,33,11.0,12169,6,2.0
21931749,75,female,married,1,graduate,west,unemployed,1,0,8000,653,6,700,3,standard,4,41,4.0,976,1,1.0
66815930,43,male,married,0,graduate,midwest,employed,0,1,196000,666,9,5200,9,gold,19,39,16.0,12955,9,5.0
44485157,76,male,married,2,high school,midwest,employed,0,0,34000,655,9,2200,13,standard,10,40,3.0,3993,1,1.0
78728059,53,female,married,2,bachelors,west,employed,0,0,15000,702,9,1500,19,platinum,7,19,5.0,1974,3,2.0
89264710,54,female,married,0,high school,midwest,student,0,0,21000,622,9,900,9,standard,6,24,3.0,2570,0,1.0
81874643,58,female,married,0,bachelors,northeast,employed,1,0,62000,653,9,2400,0,gold,7,11,10.0,4697,2,5.0
48603927,38,female,married,2,bachelors,west,employed,1,0,72000,608,9,2600,18,standard,10,18,7.0,5356,2,2.0
20257622,24,female,married,0,bachelors,west,employed,1,0,158000,590,9,2900,19,standard,11,18,10.0,9796,2,3.0
88360790,65,female,married,2,bachelors,west,employed,0,1,21000,594,9,900,5,standard,5,22,7.0,2013,1,1.0
79411556,54,male,married,0,bachelors,northeast,employed,1,1,55000,651,9,3200,13,gold,6,55,7.0,4510,2,4.0
24819092,48,male,married,1,bachelors,northeast,employed,1,1,14000,684,9,1000,12,standard,7,29,11.0,2059,1,2.0
74678656,40,male,married,2,graduate,midwest,employed,0,0,65000,607,9,2300,10,standard,8,20,8.0,4168,0,2.0
22548045,20,male,single,0,bachelors,northeast,employed,1,1,70000,590,9,2400,0,gold,9,11,11.0,5412,1,3.0
95827783,37,female,single,0,high school,south,employed,1,0,47000,733,9,2500,1,gold,3,28,5.0,2599,0,5.0
60019526,54,male,married,3,bachelors,south,employed,1,0,94000,642,9,3300,14,standard,15,47,3.0,7684,3,6.0
82548254,49,female,married,1,,northeast,employed,1,0,66000,697,9,4600,3,standard,7,32,7.0,5182,1,1.0
90453319,66,male,married,1,high school,northeast,employed,1,1,18000,639,9,900,18,standard,7,19,4.0,2353,0,3.0
15312091,28,female,single,1,high school,midwest,employed,0,1,58000,692,9,3700,1,gold,9,18,10.0,4757,1,0.0
34786964,65,male,married,0,graduate,northeast,self-employed,1,0,18000,695,9,800,7,standard,5,34,8.0,2158,0,2.0
46684232,63,male,married,3,bachelors,midwest,employed,1,0,61000,641,9,3200,19,gold,17,15,8.0,5951,0,3.0
84597099,39,female,married,4,bachelors,south,employed,0,1,22000,655,9,1000,8,standard,8,61,6.0,2783,2,2.0
98134524,19,female,single,0,bachelors,south,employed,1,1,191000,673,9,8600,18,gold,20,29,6.0,12705,2,3.0
18531043,74,male,married,3,graduate,northeast,unemployed,0,0,13000,782,9,2200,9,platinum,3,84,9.0,2645,7,1.0
14953383,40,male,married,3,bachelors,west,employed,0,1,99000,660,9,6500,17,gold,14,73,5.0,6645,0,7.0
80944054,60,male,married,1,high school,northeast,employed,0,1,30000,660,9,2100,8,standard,13,39,5.0,4139,1,4.0
34873753,38,female,married,1,bachelors,south,employed,1,0,18000,689,9,1400,19,standard,12,13,2.0,3186,1,1.0
95577033,72,male,married,1,graduate,midwest,student,0,1,10000,628,9,800,0,standard,1,24,8.0,1300,1,2.0
50215436,23,female,single,0,bachelors,west,self-employed,0,0,75000,621,9,2300,10,standard,5,28,9.0,4507,1,2.0
95347203,42,female,married,2,high school,northeast,employed,0,1,36000,679,9,1800,9,standard,4,29,5.0,2758,2,5.0
58614046,42,female,married,3,bachelors,south,employed,0,1,33000,723,9,1900,10,gold,10,12,4.0,3551,2,2.0
40368791,55,male,married,0,high school,midwest,self-employed,1,0,43000,668,9,2300,14,standard,8,88,5.0,4204,0,3.0
23316775,23,male,single,0,high school,west,employed,1,0,80000,684,9,4900,3,platinum,13,30,10.0,6602,4,2.0
23331513,71,female,married,0,graduate,west,unemployed,0,0,8000,755,8,600,0,standard,11,20,5.0,1728,0,2.0
40038060,34,male,single,1,high school,south,student,0,0,13000,670,9,1100,2,gold,13,19,2.0,2367,1,3.0
22096579,29,female,single,1,bachelors,midwest,employed,1,1,48000,633,9,1900,8,standard,3,18,6.0,3953,1,1.0
24978810,78,female,married,1,bachelors,northeast,employed,0,0,53000,689,9,1900,13,standard,7,20,7.0,3740,1,1.0
65890694,39,male,married,3,bachelors,west,employed,1,0,18000,667,9,1200,6,standard,8,10,2.0,2186,2,2.0
47906818,27,male,married,0,bachelors,south,self-employed,0,0,90000,761,9,6100,11,platinum,7,41,10.0,6321,3,5.0
38478694,66,female,married,2,bachelors,midwest,self-employed,0,1,62000,657,9,2100,13,standard,15,17,5.0,5187,1,0.0
54797755,76,male,married,4,high school,south,employed,1,0,35000,656,9,1600,1,standard,9,34,3.0,3799,0,1.0
44533278,74,male,married,0,high school,south,employed,1,0,116000,642,9,3700,19,gold,15,41,4.0,8073,4,5.0
58182080,35,male,married,3,bachelors,midwest,employed,1,1,51000,657,9,2200,18,gold,12,34,6.0,3916,1,1.0
67491014,41,male,married,1,bachelors,west,employed,1,1,81000,679,9,4100,7,gold,11,26,6.0,6525,1,3.0
45798475,32,female,married,1,bachelors,northeast,self-employed,1,1,135000,591,9,3600,1,standard,12,21,10.0,8981,5,1.0
41586132,46,male,married,1,high school,northeast,employed,1,0,112000,637,9,5600,20,gold,20,34,2.0,9090,4,6.0
22956540,24,female,married,1,graduate,south,self-employed,1,0,45000,653,9,3400,16,platinum,12,33,7.0,4471,2,1.0
25367334,75,female,married,1,bachelors,midwest,unemployed,0,1,76000,699,9,7100,9,gold,8,16,4.0,5311,2,0.0
70503250,27,female,married,0,bachelors,west,unemployed,1,0,13000,617,9,600,8,standard,10,20,7.0,2354,1,2.0
58307796,41,male,married,2,graduate,northeast,employed,0,1,143000,589,9,3500,7,standard,12,25,5.0,9690,7,2.0
59859757,33,female,single,1,bachelors,south,self-employed,1,1,53000,683,9,3100,15,gold,12,45,7.0,5418,2,2.0
47787665,55,female,married,3,bachelors,northeast,unemployed,1,1,27000,659,9,1400,13,gold,9,41,9.0,4095,3,2.0
69610612,44,male,married,3,bachelors,south,employed,1,0,48000,644,9,1800,0,gold,6,35,5.0,3604,1,3.0
66658967,76,female,married,2,bachelors,south,employed,1,1,57000,692,9,4500,16,platinum,15,60,4.0,5388,4,3.0
37962749,49,male,married,0,high school,south,self-employed,0,1,42000,722,9,2900,16,platinum,15,41,6.0,3913,2,3.0
87675902,35,male,married,4,high school,south,employed,1,0,108000,734,9,3500,18,gold,14,43,9.0,7802,2,4.0
61682179,78,male,married,0,bachelors,midwest,employed,1,0,27000,682,9,1900,14,gold,4,27,,3614,1,2.0
78073125,57,male,married,3,bachelors,northeast,employed,1,0,21000,732,9,1500,18,platinum,11,40,5.0,3125,5,2.0
73229345,55,male,married,2,bachelors,midwest,employed,1,0,29000,654,9,1200,5,standard,10,50,8.0,3050,1,4.0
43171437,79,female,married,0,high school,south,self-employed,0,0,65000,721,9,5500,1,gold,10,17,7.0,5057,2,0.0
69766997,32,male,single,1,graduate,midwest,self-employed,1,0,59000,615,9,2100,8,standard,10,27,9.0,4727,4,2.0
14939250,70,male,married,1,bachelors,south,self-employed,1,1,384000,850,9,18000,11,platinum,34,57,19.0,24547,14,8.0
12328281,18,male,single,1,bachelors,midwest,unemployed,1,1,72000,604,9,2400,1,standard,7,30,7.0,4668,0,2.0
76560997,27,female,married,1,high school,northeast,employed,1,1,19000,716,9,1700,20,gold,9,17,4.0,2547,2,2.0
57569914,52,male,married,1,bachelors,south,unemployed,1,1,15000,699,8,1200,2,gold,11,12,7.0,1402,0,1.0
20883894,29,male,single,3,bachelors,midwest,employed,0,0,61000,667,9,3200,8,platinum,12,24,6.0,5384,4,4.0
22766188,40,female,single,0,bachelors,south,employed,1,0,46000,654,9,2200,4,platinum,9,42,8.0,3929,2,2.0
62905121,74,male,married,1,bachelors,northeast,student,0,1,13000,602,9,700,11,standard,8,57,6.0,1458,0,5.0
36295477,23,male,single,0,bachelors,south,employed,1,0,293000,641,9,11000,1,gold,28,32,11.0,19557,12,1.0
55610529,43,male,married,0,high school,south,employed,0,0,65000,603,9,2200,17,gold,5,37,9.0,4144,1,2.0
40366302,25,female,single,0,high school,south,student,0,1,42000,663,9,1700,1,standard,7,16,5.0,3737,2,3.0
18624954,38,female,married,1,bachelors,south,student,0,0,19000,681,9,1200,3,gold,7,29,3.0,1840,2,1.0
72668820,43,male,married,4,bachelors,south,employed,0,0,52000,661,9,4800,0,platinum,12,41,6.0,4359,3,3.0
23817472,57,male,married,0,graduate,west,self-employed,1,0,44000,627,9,2000,13,standard,10,13,5.0,3695,1,0.0
99830054,53,female,married,0,,midwest,employed,1,1,46000,653,9,1900,14,standard,7,96,11.0,4057,0,2.0
63410560,28,female,married,5,high school,northeast,employed,1,0,32000,693,9,2100,16,gold,11,63,3.0,3189,1,3.0
11811963,57,male,married,1,bachelors,south,employed,1,1,48000,642,9,1400,7,standard,10,73,6.0,3645,1,
68778133,53,female,married,1,bachelors,midwest,employed,1,1,22000,626,9,1000,9,standard,5,12,4.0,2114,0,4.0
61211015,19,female,single,0,bachelors,south,employed,1,1,24000,670,9,1900,6,platinum,7,56,4.0,2869,2,2.0
85223112,50,female,married,2,high school,midwest,employed,0,0,68000,660,9,2400,13,standard,8,36,7.0,5713,2,3.0
17785980,49,female,married,2,high school,west,employed,1,1,31000,591,9,1300,20,standard,3,26,3.0,2805,1,2.0
51523712,64,male,married,1,high school,midwest,employed,0,1,31000,691,9,1900,3,gold,5,29,,2916,4,5.0
88242319,48,male,married,2,graduate,northeast,employed,1,0,29000,678,9,1500,2,standard,5,13,8.0,3243,0,3.0
66674532,77,female,married,1,bachelors,northeast,employed,0,0,38000,650,9,1900,8,gold,12,45,,4956,5,2.0
76442132,78,male,married,1,graduate,northeast,employed,1,0,18000,729,9,1500,4,gold,10,40,5.0,2279,1,2.0
84193848,76,male,married,0,high school,south,employed,1,1,29000,630,9,1600,18,standard,10,23,,3148,1,6.0
80878809,57,male,married,1,high school,south,employed,0,1,20000,642,9,1700,17,gold,11,53,4.0,2492,1,5.0
92088473,21,female,married,0,high school,south,employed,1,1,69000,713,9,4200,10,standard,16,25,4.0,6112,5,2.0
18574912,22,male,single,0,high school,west,employed,1,0,33000,652,9,1800,15,standard,5,81,2.0,2358,3,
82956926,72,female,married,0,bachelors,midwest,self-employed,0,1,88000,684,9,3400,9,standard,14,53,7.0,6962,0,6.0
57265640,59,female,married,2,bachelors,midwest,employed,0,0,73000,603,9,2100,13,standard,9,49,7.0,5732,1,6.0
27961225,57,male,married,1,bachelors,west,employed,1,0,24000,694,9,1600,1,gold,16,17,7.0,3466,1,3.0
65404075,61,male,married,0,graduate,south,employed,0,0,44000,669,9,1600,3,standard,15,31,4.0,4696,0,0.0
98698597,23,female,single,0,bachelors,northeast,self-employed,0,1,109000,632,9,4300,18,standard,10,39,10.0,7367,5,3.0
63221757,63,male,married,2,bachelors,west,employed,0,1,13000,697,9,1300,2,platinum,14,51,6.0,2887,5,6.0
45396691,62,male,married,1,bachelors,south,employed,1,0,59000,666,9,3500,2,gold,10,22,4.0,5200,3,0.0
95724535,18,female,single,0,bachelors,south,employed,0,0,85000,587,9,3700,3,gold,9,28,7.0,6405,1,2.0
98157590,35,male,married,3,bachelors,south,employed,0,0,90000,642,9,2700,7,standard,18,23,5.0,7662,4,6.0
60909030,64,female,married,1,graduate,south,self-employed,0,1,70000,690,9,2000,17,standard,13,91,6.0,5098,1,0.0
20932142,43,male,married,5,bachelors,midwest,employed,1,0,22000,586,9,800,6,standard,4,14,1.0,2809,2,2.0
85604729,27,female,single,1,graduate,south,employed,0,1,17000,658,9,800,3,standard,11,46,2.0,3444,2,1.0
25410553,20,female,married,1,high school,south,employed,1,1,108000,641,9,2200,9,standard,18,25,8.0,7340,3,11.0
76477501,31,male,single,1,bachelors,south,unemployed,1,1,77000,639,9,3600,3,gold,8,37,9.0,5797,2,2.0
29459273,58,female,married,1,bachelors,northeast,employed,1,0,30000,637,9,1100,5,standard,6,24,3.0,2981,2,2.0
71879657,19,male,single,1,bachelors,south,self-employed,1,1,88000,606,9,2300,18,gold,22,30,5.0,7633,5,2.0
67115179,34,male,married,1,bachelors,south,student,0,1,9000,595,9,600,1,standard,3,39,5.0,1193,2,2.0
82348794,19,female,single,0,graduate,midwest,self-employed,1,0,58000,661,9,2400,1,standard,15,30,9.0,5403,6,4.0
32880748,62,male,married,1,,west,employed,1,1,16000,696,9,1300,2,gold,9,33,7.0,2353,0,1.0
36203607,72,female,married,1,high school,west,unemployed,1,0,8000,708,6,600,9,standard,9,24,5.0,1440,0,0.0
20891850,58,female,married,3,bachelors,northeast,unemployed,0,0,17000,711,9,2200,14,platinum,11,47,6.0,2637,1,2.0
94570583,56,male,married,2,high school,west,employed,0,1,52000,742,9,3600,18,platinum,9,26,7.0,4652,1,3.0
47560755,36,female,single,1,bachelors,midwest,self-employed,0,1,16000,606,9,500,5,standard,10,29,8.0,2236,0,3.0
39752876,34,male,married,3,high school,south,employed,0,0,38000,746,9,2600,2,gold,8,51,4.0,4250,2,1.0
68980243,43,male,married,1,graduate,midwest,employed,1,0,74000,623,9,2600,6,gold,9,31,4.0,5238,0,2.0
71143374,47,male,married,3,bachelors,south,employed,1,1,64000,667,9,2700,17,standard,9,17,8.0,4423,0,1.0
89917748,55,male,married,1,graduate,west,employed,1,1,43000,673,9,2700,4,gold,6,70,10.0,3614,2,5.0
30461949,72,female,married,2,bachelors,west,employed,1,0,40000,746,9,3400,16,platinum,7,81,2.0,3790,1,0.0
67458886,19,male,single,0,bachelors,south,employed,0,1,35000,625,9,1600,4,standard,8,38,6.0,2336,0,3.0
44166816,59,male,married,3,bachelors,west,unemployed,1,0,51000,697,9,2800,17,platinum,9,56,9.0,5974,7,2.0
48218923,67,male,married,1,high school,west,employed,1,0,28000,669,9,1500,7,standard,5,55,4.0,3103,0,4.0
83104523,79,female,married,1,bachelors,northeast,student,0,0,24000,669,9,1100,9,standard,8,18,,2674,3,1.0
23739634,25,male,married,0,graduate,south,employed,1,1,72000,653,9,3200,12,standard,9,53,5.0,5248,1,1.0
45544123,51,male,married,1,high school,northeast,employed,1,1,48000,700,9,2500,14,platinum,14,20,2.0,4987,4,2.0
72316980,41,female,married,1,graduate,northeast,employed,0,1,71000,641,9,3500,20,gold,12,24,7.0,6252,3,1.0
24805396,78,male,married,1,bachelors,south,employed,1,0,14000,721,9,1500,16,gold,9,15,3.0,2921,0,6.0
85045576,66,female,married,0,high school,northeast,unemployed,0,0,10000,763,9,1100,14,platinum,7,39,4.0,2400,3,0.0
21314164,58,female,married,0,bachelors,midwest,self-employed,1,0,80000,715,9,4800,18,platinum,7,24,6.0,5892,3,1.0
52842656,62,female,married,4,graduate,northeast,employed,1,0,22000,674,9,1800,9,gold,10,36,9.0,2839,2,0.0
12382139,57,male,married,0,graduate,west,employed,1,1,26000,635,9,2000,3,gold,5,18,7.0,2658,0,1.0
88152347,30,male,single,1,bachelors,south,employed,1,0,34000,681,9,2000,15,standard,14,60,5.0,3047,3,2.0
49270171,76,male,married,0,bachelors,midwest,student,1,0,13000,684,9,1200,8,gold,6,83,2.0,1730,1,4.0
20221404,70,male,married,0,high school,south,employed,0,0,82000,713,9,4900,4,platinum,4,60,6.0,5717,7,1.0
25851974,32,male,married,3,bachelors,northeast,employed,0,0,17000,675,9,800,5,gold,7,84,6.0,3192,2,0.0
95701680,30,female,married,1,bachelors,west,employed,1,1,100000,722,9,4700,5,gold,20,65,5.0,8430,5,4.0
83739665,19,female,single,0,bachelors,south,employed,0,0,36000,663,9,2500,6,platinum,4,77,5.0,2803,3,
61996348,34,male,married,1,bachelors,northeast,employed,1,0,79000,606,9,3400,8,gold,6,60,7.0,5379,3,2.0
12797236,42,female,married,2,bachelors,northeast,employed,1,0,24000,652,9,1200,14,platinum,2,98,6.0,2570,4,3.0
25554853,72,female,married,1,bachelors,south,employed,1,0,112000,713,9,6300,3,platinum,10,68,11.0,7313,5,5.0
72618187,32,female,married,1,graduate,west,employed,0,0,75000,646,9,2700,17,standard,9,12,8.0,5744,6,2.0
77583489,71,male,married,1,bachelors,west,employed,1,1,56000,651,9,2300,1,standard,9,18,,4681,3,2.0
79450582,18,male,single,0,bachelors,midwest,self-employed,1,1,20000,545,9,1000,6,standard,7,28,6.0,2302,0,2.0
84595636,31,male,married,2,bachelors,south,employed,0,1,80000,629,9,2500,10,standard,11,29,8.0,5863,3,3.0
89981949,45,female,married,0,graduate,south,employed,1,0,82000,715,9,4300,3,platinum,8,17,7.0,6339,3,2.0
69424476,80,male,married,1,bachelors,south,employed,0,0,37000,609,9,1900,19,standard,15,39,7.0,3927,0,2.0
55064308,24,female,single,0,bachelors,northeast,employed,1,1,161000,718,9,5600,13,standard,18,117,14.0,11939,5,3.0
82956266,53,female,married,0,high school,south,employed,1,0,56000,636,9,2900,17,gold,5,20,5.0,4174,2,4.0
60185159,39,male,married,1,bachelors,south,employed,1,0,55000,704,9,2700,6,gold,16,55,4.0,4573,0,3.0
80612747,58,male,married,0,bachelors,northeast,employed,0,1,30000,675,9,1800,11,standard,12,50,1.0,3593,5,1.0
41303090,76,male,married,0,bachelors,south,student,0,0,8000,719,7,700,1,standard,9,42,5.0,2482,0,
13517787,78,female,married,1,,south,student,1,0,10000,612,9,700,17,standard,12,35,7.0,2490,0,1.0
34078093,70,male,married,0,graduate,midwest,employed,0,0,105000,727,9,4000,14,standard,14,77,5.0,7218,3,4.0
69030112,37,male,single,3,bachelors,west,employed,0,1,33000,683,9,1500,13,standard,11,28,7.0,4456,1,0.0
61791328,31,female,married,1,bachelors,midwest,employed,1,1,49000,677,9,3400,5,platinum,10,72,4.0,4310,4,3.0
51789245,26,female,single,2,bachelors,northeast,employed,1,1,58000,675,9,2700,9,standard,7,45,5.0,4185,4,4.0
88068699,45,male,married,3,graduate,midwest,employed,1,0,14000,663,9,1100,16,standard,8,185,1.0,2098,2,2.0
33399367,63,male,married,2,graduate,northeast,employed,0,1,46000,653,9,2000,3,standard,11,55,,3125,4,1.0
79597553,32,male,single,0,high school,northeast,unemployed,1,0,39000,656,9,2300,17,gold,13,34,1.0,3472,3,0.0
70695101,79,male,married,2,graduate,south,employed,1,1,92000,717,9,4700,20,gold,21,9,6.0,7309,1,2.0
98169962,19,female,single,0,high school,west,employed,0,0,214000,675,9,8500,5,gold,31,29,9.0,15120,7,4.0
89251190,32,female,married,3,bachelors,midwest,employed,0,0,35000,567,9,1400,6,standard,9,41,10.0,3185,2,1.0
53044281,32,male,married,1,high school,south,self-employed,1,1,16000,677,9,1100,10,gold,11,10,5.0,2261,1,
73528670,67,male,married,2,bachelors,northeast,employed,0,1,39000,674,9,2100,2,gold,5,115,10.0,3218,0,2.0
14751149,52,female,married,0,graduate,west,employed,1,0,86000,678,9,4800,13,gold,13,46,8.0,7050,2,0.0
61490053,28,male,single,0,graduate,midwest,employed,1,0,38000,700,9,3000,10,platinum,14,65,6.0,4835,3,3.0
51385275,32,female,single,1,bachelors,south,self-employed,1,0,20000,733,9,2600,1,platinum,9,35,3.0,2681,1,1.0
41764194,45,male,married,1,graduate,midwest,employed,0,0,39000,700,9,2100,14,platinum,10,6,1.0,3576,2,1.0
96598282,76,male,married,5,graduate,south,employed,1,1,37000,696,9,1900,12,standard,15,25,1.0,3703,4,3.0
96823449,41,female,single,0,,northeast,employed,1,1,14000,627,9,700,18,standard,9,54,1.0,2534,1,5.0
30931247,57,female,married,2,graduate,south,employed,1,0,27000,678,9,1700,13,standard,12,72,6.0,3445,0,1.0
60872668,42,female,married,2,high school,south,employed,1,0,46000,682,9,3600,7,gold,13,17,5.0,4400,0,3.0
97835669,59,male,married,2,bachelors,south,employed,1,0,64000,728,9,4900,1,platinum,9,25,10.0,5805,5,6.0
36785828,22,male,single,0,bachelors,northeast,unemployed,1,0,9000,697,9,500,20,standard,10,18,6.0,1929,1,4.0
25812131,61,female,married,2,bachelors,midwest,employed,1,1,59000,693,9,3900,8,gold,13,19,7.0,4068,0,0.0
38410800,38,male,married,2,high school,south,employed,0,1,89000,645,9,4900,7,platinum,14,25,3.0,6921,3,4.0
33023072,43,male,married,1,bachelors,west,employed,0,0,84000,556,9,1900,5,standard,5,46,10.0,5576,2,3.0
48250594,51,female,married,1,graduate,south,student,0,1,8000,643,9,700,0,standard,6,33,3.0,1577,3,
94891015,46,male,married,0,bachelors,midwest,employed,0,0,70000,672,9,5500,10,gold,12,56,8.0,5884,3,2.0
65307671,28,female,married,3,high school,south,student,1,0,21000,677,9,1000,7,standard,8,28,4.0,2904,1,7.0
99621779,68,female,married,1,bachelors,northeast,unemployed,1,1,21000,694,9,1200,18,standard,5,9,7.0,2051,1,0.0
83959755,34,male,married,1,bachelors,south,employed,0,0,55000,740,9,2900,0,standard,16,77,8.0,5519,5,1.0
64535310,42,male,married,3,bachelors,south,employed,0,1,16000,731,9,1000,0,standard,7,28,6.0,2695,0,4.0
30594968,48,female,married,0,bachelors,midwest,employed,1,1,112000,737,9,7500,20,platinum,14,27,4.0,8625,5,0.0
10263960,43,female,married,2,bachelors,west,employed,1,0,68000,639,9,3700,19,platinum,11,48,3.0,5817,4,2.0
