customer_id,age,gender,marital_status,num_children,education_level,region,employment_status,owns_home,has_auto_loan,annual_income,credit_score,num_credit_cards,credit_limit,tenure,card_type,num_transactions,avg_transaction_value,online_shopping_freq,reward_points_balance,travel_frequency,utility_payment_count,monthly_spend
67560501,62,male,married,1,bachelors,midwest,employed,0,1,71000,612,9,2500,15,standard,8,22,9.0,5440,2,3.0,100.0
46719783,57,male,married,0,graduate,west,unemployed,1,1,10000,605,9,500,15,gold,9,36,3.0,2201,0,0.0,100.0
58941638,47,female,married,0,bachelors,midwest,unemployed,0,0,8000,725,9,900,3,gold,9,44,4.0,1745,1,1.0,194.54
91121324,55,male,married,2,graduate,south,employed,1,0,23000,695,9,1400,6,standard,9,28,4.0,3094,0,5.0,100.0
64598861,46,male,married,0,bachelors,south,employed,1,0,40000,673,9,1600,6,standard,7,62,7.0,2763,1,2.0,141.02
14128906,34,male,married,2,high school,northeast,employed,0,1,16000,594,9,600,1,standard,11,14,5.0,3192,5,2.0,100.0
45574662,38,male,married,1,high school,northeast,student,1,0,39000,719,9,2700,1,gold,7,33,6.0,3104,3,1.0,738.55
65701641,18,female,single,0,bachelors,west,employed,1,0,53000,633,9,2200,16,standard,11,28,5.0,5315,3,4.0,100.0
34482067,63,male,married,1,high school,south,employed,1,0,67000,691,9,4100,8,gold,6,28,4.0,4688,2,6.0,775.2
24006455,35,male,married,2,high school,south,employed,1,0,27000,626,9,1600,3,platinum,4,71,5.0,2702,4,5.0,123.17
46214063,39,male,married,1,high school,midwest,employed,1,1,16000,687,9,1000,16,standard,7,59,5.0,2032,0,3.0,227.14
57124666,24,male,single,0,bachelors,northeast,unemployed,1,1,12000,511,9,500,9,standard,6,28,3.0,1911,2,4.0,100.0
33438799,69,male,married,2,bachelors,south,employed,1,1,87000,697,9,6800,1,gold,18,36,9.0,7083,1,4.0,1401.06
17324698,18,male,single,0,bachelors,midwest,self-employed,0,1,80000,615,9,2300,9,standard,8,28,8.0,5591,1,2.0,227.7
10497577,24,male,married,0,bachelors,south,unemployed,0,1,10000,612,8,600,13,standard,7,49,11.0,1525,1,1.0,100.0
23280076,80,female,married,0,bachelors,west,employed,1,1,35000,723,9,2200,20,standard,10,43,5.0,3494,2,2.0,352.24
14294164,53,male,married,3,graduate,northeast,employed,0,0,113000,724,9,9000,11,platinum,10,25,11.0,7973,4,6.0,2394.66
60009998,35,male,single,1,high school,south,student,0,0,21000,657,9,1100,19,standard,3,24,2.0,1410,0,1.0,109.84
91246088,74,female,married,1,bachelors,northeast,employed,0,0,116000,776,9,7100,9,gold,13,88,10.0,8251,2,3.0,1480.61
69483038,59,female,married,0,bachelors,northeast,self-employed,1,0,61000,625,9,2000,1,standard,15,21,6.0,5687,1,1.0,100.0
34495985,76,male,married,1,graduate,south,employed,1,1,165000,607,9,4000,1,standard,20,32,8.0,11761,4,2.0,100.0
33585716,69,female,married,0,bachelors,south,student,0,1,52000,694,9,2100,6,standard,5,39,8.0,3931,0,2.0,438.52
94531671,34,male,single,1,high school,south,employed,1,1,52000,585,9,1400,3,standard,8,24,6.0,4611,4,1.0,100.0
44073582,59,female,married,2,bachelors,northeast,self-employed,0,1,20000,669,9,1000,5,standard,12,45,,3204,0,2.0,100.0
14399198,29,male,married,2,bachelors,west,employed,1,0,302000,640,9,14000,14,platinum,25,37,17.0,19273,7,5.0,1150.6
98703987,76,male,married,0,high school,northeast,unemployed,1,0,52000,697,9,3200,13,platinum,14,27,4.0,4684,4,4.0,785.3
16300570,54,female,married,0,graduate,midwest,employed,0,1,64000,719,9,3500,17,gold,8,20,9.0,4821,3,3.0,534.81
12653630,68,male,married,0,graduate,south,student,0,1,36000,702,9,3100,18,gold,9,54,,3352,2,1.0,544.38
36286308,63,female,married,1,high school,west,employed,1,0,97000,627,9,3200,7,standard,11,28,6.0,7409,4,5.0,100.0
69872507,57,female,married,3,graduate,west,employed,0,0,44000,662,9,2200,10,standard,5,27,7.0,3241,1,1.0,100.0
78019997,78,female,married,0,bachelors,south,unemployed,1,1,34000,659,9,1000,19,standard,14,44,2.0,4161,3,2.0,100.0
73507413,79,female,married,0,bachelors,west,employed,0,0,132000,626,9,6500,8,platinum,12,46,9.0,10064,6,5.0,100.0
26035116,34,male,single,2,bachelors,northeast,employed,1,0,58000,615,9,1800,0,standard,10,36,6.0,3401,3,2.0,100.0
42138533,23,female,single,0,graduate,midwest,self-employed,1,0,90000,644,9,4500,19,gold,10,68,7.0,6106,1,2.0,292.96
87173649,68,male,married,0,high school,midwest,self-employed,0,0,29000,653,9,2200,9,standard,11,30,2.0,3887,3,4.0,307.73
58565713,80,female,married,1,graduate,northeast,self-employed,0,0,39000,728,9,2100,9,gold,10,54,6.0,3864,1,1.0,182.44
15892422,21,male,single,0,bachelors,south,employed,0,0,18000,696,9,2300,18,platinum,7,45,3.0,1508,2,0.0,513.72
40468256,30,female,single,0,high school,south,student,0,0,13000,713,9,900,1,standard,10,39,2.0,2867,0,3.0,195.49
83382930,69,male,married,0,bachelors,west,employed,0,0,45000,658,9,2200,7,standard,6,31,5.0,3142,0,0.0,359.96
95599299,23,male,single,0,bachelors,west,employed,0,0,37000,649,9,1200,12,standard,10,65,6.0,3635,1,0.0,100.0
28574111,74,female,married,0,bachelors,midwest,employed,0,1,12000,715,8,800,6,standard,8,26,4.0,2484,0,6.0,100.0
15749262,58,female,married,0,bachelors,midwest,employed,1,0,81000,623,9,2600,16,standard,7,35,6.0,5874,2,4.0,100.0
27592965,77,male,married,1,bachelors,south,employed,0,1,85000,559,9,1900,8,standard,6,43,4.0,6068,1,1.0,100.0
93156830,74,female,married,1,graduate,northeast,employed,1,1,15000,579,9,600,16,standard,9,35,,2909,1,1.0,100.0
78172959,80,female,married,1,graduate,west,unemployed,1,0,91000,695,9,4100,6,gold,14,79,8.0,7470,4,3.0,100.0
61779394,18,male,single,0,high school,west,student,1,1,19000,677,9,1300,6,gold,8,18,8.0,2701,1,0.0,103.64
90929111,59,male,married,1,bachelors,northeast,employed,0,1,61000,720,9,3400,11,gold,9,20,4.0,5294,1,,743.49
73961513,79,male,married,4,bachelors,northeast,employed,0,0,260000,695,9,12500,8,platinum,24,13,5.0,17791,12,6.0,533.29
73953693,71,male,married,2,bachelors,south,employed,0,0,18000,720,9,1200,20,standard,5,27,4.0,1856,0,3.0,248.6
91869235,72,male,married,2,bachelors,midwest,employed,0,0,57000,766,9,4100,5,platinum,13,24,7.0,4864,6,,1155.58
83019302,24,female,married,1,bachelors,south,employed,1,1,132000,678,9,4000,20,standard,23,18,6.0,9150,6,6.0,100.0
73993115,26,male,married,0,graduate,west,employed,0,0,86000,638,9,3700,12,gold,10,12,10.0,6605,2,3.0,100.0
35728851,41,female,married,0,bachelors,northeast,employed,0,0,106000,670,9,5600,11,gold,16,24,8.0,8348,4,5.0,794.61
56633814,53,female,married,1,high school,west,self-employed,0,0,17000,572,9,800,6,standard,13,22,2.0,2635,1,2.0,100.0
51314768,56,female,married,2,bachelors,south,unemployed,1,1,38000,704,9,3100,6,platinum,10,31,7.0,3133,2,4.0,690.41
51472310,41,male,married,3,bachelors,midwest,self-employed,1,1,77000,603,9,2200,17,standard,22,22,5.0,7338,0,1.0,100.0
36578566,44,male,married,0,high school,south,employed,1,0,48000,569,9,2200,13,gold,7,64,10.0,4300,3,1.0,100.0
21918434,22,female,single,1,bachelors,midwest,employed,1,1,107000,674,9,4500,10,gold,11,49,9.0,6851,2,2.0,145.14
54116135,23,female,single,0,bachelors,northeast,self-employed,1,0,28000,622,9,1700,18,standard,11,54,2.0,2546,0,6.0,100.0
69697340,61,male,married,1,bachelors,northeast,employed,1,0,112000,700,9,7400,13,platinum,17,27,3.0,8161,1,4.0,1456.44
13289965,27,male,single,0,bachelors,midwest,employed,0,0,131000,707,9,4700,3,platinum,17,37,9.0,9736,6,5.0,100.0
45062283,60,female,married,2,bachelors,west,student,0,1,29000,671,9,2400,0,gold,7,28,6.0,3632,3,1.0,486.05
86379029,37,female,single,0,graduate,south,employed,1,0,75000,616,9,2500,15,standard,7,22,10.0,4900,0,3.0,100.0
80377909,70,male,married,0,graduate,west,unemployed,1,0,13000,661,9,1000,5,standard,6,16,9.0,2024,0,0.0,134.65
87210363,22,female,married,0,high school,south,unemployed,1,0,16000,661,7,1100,4,standard,6,19,3.0,1436,1,0.0,234.98
34118905,53,female,married,1,graduate,west,employed,1,1,129000,733,9,7000,13,platinum,15,64,14.0,9787,6,9.0,723.29
77513350,26,male,single,0,high school,midwest,self-employed,1,0,94000,663,9,3400,6,platinum,11,37,10.0,6967,4,1.0,100.0
12591547,35,female,married,2,bachelors,midwest,self-employed,0,0,73000,637,9,3000,12,standard,18,23,7.0,6534,5,1.0,100.0
96280992,36,female,married,2,bachelors,midwest,student,0,1,59000,671,9,2100,13,standard,7,32,11.0,4627,1,3.0,344.26
14493640,33,male,married,6,bachelors,northeast,employed,0,1,50000,599,9,1700,8,standard,10,44,8.0,4448,2,3.0,2691.83
69304391,63,male,married,0,graduate,south,employed,1,0,99000,678,9,5700,11,gold,12,130,8.0,7541,4,8.0,100.0
76737539,31,female,single,0,bachelors,midwest,employed,1,0,17000,546,9,500,4,standard,10,41,3.0,2232,0,7.0,100.0
17366709,41,female,married,2,bachelors,northeast,employed,0,1,46000,699,9,2600,5,standard,9,41,7.0,3966,1,6.0,554.06
40202689,43,female,married,2,bachelors,south,employed,1,1,36000,631,9,1800,2,standard,10,32,4.0,3079,1,4.0,170.5
23764007,64,male,married,0,bachelors,midwest,student,1,0,59000,696,9,2300,10,gold,11,69,4.0,5293,0,2.0,100.0
42552399,29,female,single,1,bachelors,northeast,student,1,1,163000,622,9,4800,2,platinum,21,21,11.0,11772,3,5.0,100.0
62626162,76,male,married,2,bachelors,midwest,employed,1,0,137000,699,9,5700,4,gold,18,16,11.0,9870,0,3.0,990.93
91939282,51,male,married,0,bachelors,south,employed,1,0,25000,679,9,2300,16,standard,14,29,6.0,3702,4,6.0,625.29
89071183,37,female,single,3,bachelors,northeast,employed,0,0,72000,629,9,2500,8,standard,14,85,9.0,5343,1,4.0,100.0
13724186,80,female,married,0,bachelors,midwest,student,0,1,20000,742,9,2000,0,platinum,9,51,4.0,2572,2,1.0,554.74
26187750,60,male,married,3,graduate,northeast,employed,1,1,73000,610,9,1800,4,standard,18,35,4.0,5640,1,2.0,100.0
92219224,63,female,married,3,bachelors,west,employed,0,0,15000,554,9,600,7,standard,14,46,12.0,2713,0,2.0,100.0
12752936,31,male,single,0,,northeast,unemployed,0,0,55000,650,9,3000,17,gold,6,49,2.0,3804,2,3.0,442.65
92018823,43,female,married,1,,northeast,employed,0,0,33000,703,9,3000,2,platinum,12,46,5.0,4021,4,1.0,693.81
51584334,55,female,married,2,graduate,midwest,employed,1,0,59000,614,9,3100,17,platinum,12,24,7.0,5597,2,5.0,116.41
59853584,63,female,married,1,bachelors,northeast,employed,1,1,34000,675,9,2400,10,platinum,6,17,3.0,4104,3,1.0,878.42
12518916,60,female,married,0,bachelors,midwest,employed,1,0,8000,631,9,800,13,gold,13,69,7.0,2366,0,2.0,100.0
67043640,64,female,married,1,bachelors,northeast,employed,1,1,19000,709,9,2000,3,platinum,12,58,3.0,3456,5,3.0,427.42
65185825,56,female,married,0,bachelors,south,employed,0,1,68000,745,9,3400,18,gold,11,78,,5453,1,5.0,588.82
38662951,28,male,married,1,graduate,south,employed,1,0,29000,755,9,3000,10,gold,11,75,3.0,2996,0,0.0,700.06
77473407,44,female,single,3,bachelors,west,employed,1,0,17000,607,9,600,14,standard,8,46,4.0,1975,1,2.0,100.0
51221012,20,female,married,1,graduate,west,employed,1,1,40000,635,9,1600,17,standard,8,27,7.0,3090,0,2.0,100.0
76649249,52,female,married,1,bachelors,midwest,employed,1,0,69000,645,9,2100,19,standard,11,45,10.0,5428,1,4.0,100.0
85310427,78,female,married,1,bachelors,south,employed,1,0,39000,704,9,2000,13,standard,14,37,3.0,4746,4,5.0,100.0
16487714,25,female,single,1,high school,south,employed,1,0,48000,518,9,1000,16,standard,10,30,4.0,3830,2,4.0,100.0
44215644,25,female,single,3,high school,south,employed,1,1,66000,715,9,3600,16,gold,8,32,5.0,4957,3,3.0,716.53
85419147,56,male,married,1,graduate,northeast,employed,1,0,56000,725,9,3900,4,platinum,13,27,9.0,5743,6,4.0,453.64
34859563,31,female,married,5,bachelors,west,employed,0,0,67000,664,9,1900,9,standard,18,18,9.0,6767,3,0.0,100.0
48738780,77,female,married,1,,south,student,0,0,25000,641,9,1300,11,gold,8,26,7.0,3096,0,3.0,100.0
39817262,53,male,married,0,high school,west,employed,1,1,70000,688,9,3600,18,gold,10,18,7.0,5506,2,3.0,663.69
38540355,20,female,single,0,bachelors,south,employed,1,1,30000,677,9,1500,7,standard,12,62,6.0,3354,0,1.0,206.35
96382806,62,female,married,3,graduate,west,employed,0,1,20000,733,9,1700,3,platinum,16,33,5.0,4213,1,2.0,121.76
26774388,25,female,single,1,bachelors,south,employed,1,0,99000,649,9,4400,9,gold,11,34,8.0,7515,3,1.0,100.0
64745501,31,female,married,3,graduate,northeast,employed,0,1,41000,716,9,2200,9,standard,15,58,3.0,4630,3,3.0,100.0
68398063,43,male,married,2,bachelors,south,self-employed,1,1,82000,673,9,5200,10,gold,13,38,6.0,6864,5,2.0,744.75
72108534,67,female,married,2,bachelors,west,self-employed,0,1,125000,736,9,6800,12,platinum,17,107,9.0,9566,5,3.0,1172.76
52289104,65,female,married,4,high school,midwest,unemployed,1,1,37000,676,9,2200,2,gold,9,53,7.0,3800,2,5.0,475.09
78843781,43,male,single,1,high school,midwest,employed,1,0,44000,633,9,2700,18,standard,6,43,6.0,3772,3,3.0,359.13
74494245,57,female,married,0,high school,south,employed,0,0,23000,637,9,1700,6,platinum,5,34,1.0,3012,4,3.0,300.34
48554049,43,male,married,3,high school,west,employed,0,1,42000,644,9,1900,10,gold,5,77,2.0,3582,0,2.0,256.48
38743530,20,female,single,0,graduate,midwest,employed,0,1,18000,577,9,900,16,standard,5,36,9.0,2287,1,3.0,100.0
76605535,47,female,married,1,high school,midwest,unemployed,0,1,24000,730,9,2000,18,platinum,6,96,6.0,2387,0,4.0,418.62
34218267,73,female,married,0,bachelors,midwest,unemployed,0,0,18000,625,9,1100,19,standard,11,24,2.0,2928,1,1.0,195.33
86644490,43,female,married,2,bachelors,south,unemployed,0,1,27000,658,9,1800,6,standard,8,14,5.0,3198,0,1.0,226.76
58825477,44,male,married,0,bachelors,south,employed,1,0,19000,671,9,1300,17,standard,9,77,6.0,3744,3,3.0,138.65
53691677,75,male,married,0,bachelors,west,student,1,1,58000,612,9,2200,4,standard,9,24,4.0,4690,2,0.0,100.0
19926326,40,female,married,1,graduate,northeast,student,1,0,16000,623,9,800,17,standard,9,63,3.0,2635,1,5.0,100.0
